month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,remaining_lease
2013-10,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,04 TO 06,68.0,Improved,1972,388000.0,44 years 6 months
2013-10,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,07 TO 09,68.0,Improved,1972,405000.0,44 years 6 months
2013-10,KALLANG/WHAMPOA,3 ROOM,11,UPP BOON KENG RD,04 TO 06,75.0,Improved,1974,420000.0,46 years 6 months
2013-10,KALLANG/WHAMPOA,4 ROOM,49,WHAMPOA STH,10 TO 12,87.0,Improved,1974,447888.0,46 years 6 months
2013-10,KALLANG/WHAMPOA,3 ROOM,107,TOWNER RD,10 TO 12,74.0,Model A,1983,458000.0,55 years 6 months
2013-10,KALLANG/WHAMPOA,4 ROOM,15,UPP BOON KENG RD,01 TO 03,88.0,Improved,1975,480000.0,47 years 6 months
2013-10,KALLANG/WHAMPOA,4 ROOM,15,UPP BOON KENG RD,07 TO 09,88.0,Improved,1975,522000.0,47 years 6 months
2013-10,KALLANG/WHAMPOA,4 ROOM,17,BEACH RD,19 TO 21,77.0,Improved,1975,530000.0,47 years 6 months
2013-10,KALLANG/WHAMPOA,4 ROOM,111,WHAMPOA RD,04 TO 06,102.0,Model A,1997,553000.0,69 years 6 months
2013-10,KALLANG/WHAMPOA,4 ROOM,683,TESSENSOHN RD,01 TO 03,103.0,Model A,1986,565000.0,58 years 6 months
2013-10,KALLANG/WHAMPOA,4 ROOM,60,GEYLANG BAHRU,16 TO 18,100.0,Model A,1999,618000.0,71 years 6 months
2013-10,KALLANG/WHAMPOA,4 ROOM,40,CAMBRIDGE RD,04 TO 06,102.0,Model A,1997,620000.0,69 years 6 months
2013-10,KALLANG/WHAMPOA,5 ROOM,55,GEYLANG BAHRU,22 TO 24,120.0,Standard,1974,640000.0,46 years 6 months
2013-10,KALLANG/WHAMPOA,5 ROOM,18,JLN TENTERAM,19 TO 21,105.0,Improved,2004,650000.0,76 years 6 months
2013-10,KALLANG/WHAMPOA,5 ROOM,4C,ST. GEORGE'S LANE,10 TO 12,124.0,Improved,1996,668000.0,68 years 6 months
2013-10,KALLANG/WHAMPOA,4 ROOM,2C,UPP BOON KENG RD,07 TO 09,90.0,Model A,2006,670000.0,78 years 6 months
2013-10,KALLANG/WHAMPOA,EXECUTIVE,110,MCNAIR RD,01 TO 03,144.0,Apartment,1987,780000.0,59 years 6 months
2013-10,KALLANG/WHAMPOA,5 ROOM,815,JELLICOE RD,10 TO 12,110.0,Improved,2003,845000.0,75 years 6 months
2013-11,KALLANG/WHAMPOA,3 ROOM,72,GEYLANG BAHRU,01 TO 03,59.0,Improved,1974,308000.0,46 years 6 months
2013-11,KALLANG/WHAMPOA,3 ROOM,57,GEYLANG BAHRU,01 TO 03,65.0,Improved,1974,325000.0,46 years 6 months
2013-11,KALLANG/WHAMPOA,3 ROOM,7,ST. GEORGE'S LANE,07 TO 09,60.0,Improved,1986,326000.0,58 years 6 months
2013-11,KALLANG/WHAMPOA,3 ROOM,44,BENDEMEER RD,07 TO 09,63.0,Standard,1981,330000.0,53 years 6 months
2013-11,KALLANG/WHAMPOA,3 ROOM,76,LOR LIMAU,13 TO 15,65.0,Improved,1973,332000.0,45 years 6 months
2013-11,KALLANG/WHAMPOA,3 ROOM,57,GEYLANG BAHRU,01 TO 03,65.0,Improved,1974,333000.0,46 years 6 months
2013-11,KALLANG/WHAMPOA,3 ROOM,68,GEYLANG BAHRU,07 TO 09,65.0,Improved,1974,339000.0,46 years 6 months
2013-11,KALLANG/WHAMPOA,3 ROOM,63,KALLANG BAHRU,04 TO 06,65.0,Improved,1974,342000.0,46 years 6 months
2013-11,KALLANG/WHAMPOA,3 ROOM,76,LOR LIMAU,10 TO 12,65.0,Improved,1973,345000.0,45 years 6 months
2013-11,KALLANG/WHAMPOA,3 ROOM,23,BENDEMEER RD,07 TO 09,68.0,Improved,1972,350000.0,44 years 6 months
2013-11,KALLANG/WHAMPOA,3 ROOM,7,ST. GEORGE'S LANE,10 TO 12,60.0,Improved,1986,357000.0,58 years 6 months
2013-11,KALLANG/WHAMPOA,3 ROOM,93,GEYLANG BAHRU,10 TO 12,68.0,New Generation,1979,362000.0,51 years 6 months
2013-11,KALLANG/WHAMPOA,3 ROOM,98,WHAMPOA DR,13 TO 15,76.0,Improved,1974,370000.0,46 years 6 months
2013-11,KALLANG/WHAMPOA,3 ROOM,2,JLN BATU,07 TO 09,60.0,Standard,1969,375000.0,41 years 6 months
2013-11,KALLANG/WHAMPOA,3 ROOM,685,RACE COURSE RD,01 TO 03,63.0,Simplified,1986,380000.0,58 years 6 months
2013-11,KALLANG/WHAMPOA,4 ROOM,9,ST. GEORGE'S RD,01 TO 03,84.0,Simplified,1985,388000.0,57 years 6 months
2013-11,KALLANG/WHAMPOA,3 ROOM,123,MCNAIR RD,07 TO 09,64.0,Simplified,1987,393000.0,59 years 6 months
2013-11,KALLANG/WHAMPOA,3 ROOM,6,ST. GEORGE'S LANE,10 TO 12,68.0,New Generation,1981,393000.0,53 years 6 months
2013-11,KALLANG/WHAMPOA,3 ROOM,4,JLN BATU,10 TO 12,60.0,Standard,1969,400000.0,41 years 6 months
2013-11,KALLANG/WHAMPOA,3 ROOM,50,DORSET RD,04 TO 06,68.0,New Generation,1979,430000.0,51 years 6 months
2013-11,KALLANG/WHAMPOA,4 ROOM,52,KENT RD,07 TO 09,91.0,New Generation,1982,525000.0,54 years 6 months
2013-11,KALLANG/WHAMPOA,4 ROOM,52,KENT RD,10 TO 12,91.0,New Generation,1982,550000.0,54 years 6 months
2013-11,KALLANG/WHAMPOA,5 ROOM,38,UPP BOON KENG RD,22 TO 24,114.0,Standard,1976,555500.0,48 years 6 months
2013-11,KALLANG/WHAMPOA,4 ROOM,9,ST. GEORGE'S RD,04 TO 06,104.0,Model A,1985,560000.0,57 years 6 months
2013-11,KALLANG/WHAMPOA,4 ROOM,38,CAMBRIDGE RD,01 TO 03,101.0,Model A,1997,598000.0,69 years 6 months
2013-11,KALLANG/WHAMPOA,4 ROOM,2D,UPP BOON KENG RD,01 TO 03,90.0,Model A,2006,600000.0,78 years 6 months
2013-11,KALLANG/WHAMPOA,5 ROOM,29,JLN BAHAGIA,01 TO 03,122.0,Improved,1987,615000.0,59 years 6 months
2013-11,KALLANG/WHAMPOA,4 ROOM,14,KG ARANG RD,07 TO 09,135.0,New Generation,1984,655000.0,56 years 6 months
2013-11,KALLANG/WHAMPOA,5 ROOM,104,WHAMPOA DR,10 TO 12,119.0,Improved,1998,663888.0,70 years 6 months
2013-11,KALLANG/WHAMPOA,5 ROOM,816,JELLICOE RD,13 TO 15,110.0,Improved,2003,855000.0,75 years 6 months
2013-11,KALLANG/WHAMPOA,5 ROOM,2A,UPP BOON KENG RD,25 TO 27,110.0,Improved,2006,888000.0,78 years 6 months
2013-11,KALLANG/WHAMPOA,3 ROOM,59,JLN MA'MOR,01 TO 03,180.0,Terrace,1972,993888.0,44 years 6 months
2013-12,KALLANG/WHAMPOA,2 ROOM,9,JLN BATU,04 TO 06,50.0,Standard,1970,280888.0,42 years 6 months
2013-12,KALLANG/WHAMPOA,3 ROOM,23,BENDEMEER RD,10 TO 12,68.0,Improved,1972,390000.0,44 years 6 months
2013-12,KALLANG/WHAMPOA,3 ROOM,26,BENDEMEER RD,10 TO 12,71.0,Improved,1972,425000.0,44 years 6 months
2013-12,KALLANG/WHAMPOA,3 ROOM,43,BENDEMEER RD,10 TO 12,63.0,Standard,1981,349000.0,53 years 6 months
2013-12,KALLANG/WHAMPOA,3 ROOM,12,FARRER PK RD,22 TO 24,62.0,Model A,2004,538888.0,76 years 6 months
2013-12,KALLANG/WHAMPOA,3 ROOM,77,LOR LIMAU,07 TO 09,59.0,Improved,1973,316000.0,45 years 6 months
2013-12,KALLANG/WHAMPOA,3 ROOM,112,MCNAIR RD,01 TO 03,64.0,Simplified,1987,365000.0,59 years 6 months
2013-12,KALLANG/WHAMPOA,3 ROOM,20,ST. GEORGE'S RD,07 TO 09,67.0,New Generation,1984,372000.0,56 years 6 months
2013-12,KALLANG/WHAMPOA,3 ROOM,14,ST. GEORGE'S RD,10 TO 12,67.0,New Generation,1984,380000.0,56 years 6 months
2013-12,KALLANG/WHAMPOA,3 ROOM,11,UPP BOON KENG RD,07 TO 09,75.0,Improved,1974,418000.0,46 years 6 months
2013-12,KALLANG/WHAMPOA,3 ROOM,75,WHAMPOA DR,04 TO 06,65.0,Improved,1974,317000.0,46 years 6 months
2013-12,KALLANG/WHAMPOA,3 ROOM,74,WHAMPOA DR,07 TO 09,66.0,Improved,1981,328000.0,53 years 6 months
2013-12,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,10 TO 12,68.0,Improved,1972,413000.0,44 years 6 months
2013-12,KALLANG/WHAMPOA,4 ROOM,13,FARRER PK RD,19 TO 21,90.0,Model A,2004,675000.0,76 years 6 months
2013-12,KALLANG/WHAMPOA,4 ROOM,16,JLN TENTERAM,19 TO 21,75.0,Model A,2002,520000.0,74 years 6 months
2013-12,KALLANG/WHAMPOA,4 ROOM,124,MCNAIR RD,01 TO 03,94.0,Simplified,1987,480000.0,59 years 6 months
2013-12,KALLANG/WHAMPOA,4 ROOM,121,MCNAIR RD,10 TO 12,103.0,Model A,1987,600000.0,59 years 6 months
2013-12,KALLANG/WHAMPOA,4 ROOM,108C,MCNAIR RD,07 TO 09,86.0,Model A,2005,645000.0,77 years 6 months
2013-12,KALLANG/WHAMPOA,4 ROOM,3D,UPP BOON KENG RD,13 TO 15,85.0,Model A,2006,640000.0,78 years 6 months
2013-12,KALLANG/WHAMPOA,4 ROOM,2A,UPP BOON KENG RD,25 TO 27,85.0,Model A,2006,668000.0,78 years 6 months
2013-12,KALLANG/WHAMPOA,5 ROOM,11,FARRER PK RD,04 TO 06,110.0,Improved,2004,700000.0,76 years 6 months
2013-12,KALLANG/WHAMPOA,5 ROOM,56,GEYLANG BAHRU,10 TO 12,114.0,Standard,1974,595000.0,46 years 6 months
2013-12,KALLANG/WHAMPOA,5 ROOM,109,MCNAIR RD,10 TO 12,130.0,Improved,1987,655000.0,59 years 6 months
2013-12,KALLANG/WHAMPOA,5 ROOM,3C,UPP BOON KENG RD,10 TO 12,110.0,Improved,2006,838000.0,78 years 6 months
2013-12,KALLANG/WHAMPOA,5 ROOM,39,UPP BOON KENG RD,19 TO 21,119.0,Standard,1976,570000.0,48 years 6 months
2013-12,KALLANG/WHAMPOA,5 ROOM,38,UPP BOON KENG RD,07 TO 09,114.0,Standard,1976,541000.0,48 years 6 months
2013-12,KALLANG/WHAMPOA,EXECUTIVE,48,BENDEMEER RD,07 TO 09,146.0,Apartment,1994,770000.0,66 years 6 months
2014-01,KALLANG/WHAMPOA,3 ROOM,27,JLN BAHAGIA,01 TO 03,53.0,Standard,1970,270000.0,42 years 6 months
2014-01,KALLANG/WHAMPOA,3 ROOM,32,JLN BAHAGIA,07 TO 09,56.0,Standard,1971,272000.0,43 years 6 months
2014-01,KALLANG/WHAMPOA,2 ROOM,9,JLN BATU,04 TO 06,48.0,Standard,1970,297000.0,42 years 6 months
2014-01,KALLANG/WHAMPOA,3 ROOM,35,JLN BAHAGIA,07 TO 09,56.0,Standard,1971,298000.0,43 years 6 months
2014-01,KALLANG/WHAMPOA,3 ROOM,76,LOR LIMAU,13 TO 15,65.0,Improved,1973,325000.0,45 years 6 months
2014-01,KALLANG/WHAMPOA,3 ROOM,44,BENDEMEER RD,04 TO 06,63.0,Standard,1981,330000.0,53 years 6 months
2014-01,KALLANG/WHAMPOA,3 ROOM,72,GEYLANG BAHRU,10 TO 12,59.0,Improved,1974,330000.0,46 years 6 months
2014-01,KALLANG/WHAMPOA,3 ROOM,43,BENDEMEER RD,10 TO 12,63.0,Standard,1981,340000.0,53 years 6 months
2014-01,KALLANG/WHAMPOA,3 ROOM,43,BENDEMEER RD,07 TO 09,63.0,Standard,1981,340000.0,53 years 6 months
2014-01,KALLANG/WHAMPOA,3 ROOM,65,KALLANG BAHRU,07 TO 09,65.0,Improved,1981,342000.0,53 years 6 months
2014-01,KALLANG/WHAMPOA,3 ROOM,68,GEYLANG BAHRU,10 TO 12,65.0,Improved,1974,351000.0,46 years 6 months
2014-01,KALLANG/WHAMPOA,3 ROOM,96,GEYLANG BAHRU,04 TO 06,68.0,New Generation,1979,360000.0,51 years 6 months
2014-01,KALLANG/WHAMPOA,3 ROOM,68,GEYLANG BAHRU,13 TO 15,65.0,Improved,1974,362000.0,46 years 6 months
2014-01,KALLANG/WHAMPOA,3 ROOM,12,UPP BOON KENG RD,07 TO 09,66.0,Improved,1980,378888.0,52 years 6 months
2014-01,KALLANG/WHAMPOA,3 ROOM,97,WHAMPOA DR,07 TO 09,75.0,Improved,1980,380000.0,52 years 6 months
2014-01,KALLANG/WHAMPOA,3 ROOM,86,WHAMPOA DR,13 TO 15,77.0,Improved,1974,382000.0,46 years 6 months
2014-01,KALLANG/WHAMPOA,3 ROOM,5,ST. GEORGE'S LANE,04 TO 06,82.0,New Generation,1981,435000.0,53 years 6 months
2014-01,KALLANG/WHAMPOA,4 ROOM,5,ST. GEORGE'S LANE,04 TO 06,93.0,New Generation,1981,463000.0,53 years 6 months
2014-01,KALLANG/WHAMPOA,4 ROOM,16,ST. GEORGE'S RD,01 TO 03,93.0,New Generation,1984,465000.0,56 years 6 months
2014-01,KALLANG/WHAMPOA,4 ROOM,15,BEACH RD,07 TO 09,77.0,Improved,1975,490000.0,47 years 6 months
2014-01,KALLANG/WHAMPOA,4 ROOM,23,ST. GEORGE'S RD,01 TO 03,92.0,New Generation,1984,490000.0,56 years 6 months
2014-01,KALLANG/WHAMPOA,4 ROOM,44,OWEN RD,04 TO 06,92.0,New Generation,1979,495000.0,51 years 6 months
2014-01,KALLANG/WHAMPOA,4 ROOM,41,CAMBRIDGE RD,04 TO 06,91.0,New Generation,1982,495000.0,54 years 6 months
2014-01,KALLANG/WHAMPOA,4 ROOM,9,GLOUCESTER RD,13 TO 15,92.0,New Generation,1976,544000.0,48 years 6 months
2014-01,KALLANG/WHAMPOA,4 ROOM,59B,GEYLANG BAHRU,01 TO 03,100.0,Model A,1998,550000.0,70 years 6 months
2014-01,KALLANG/WHAMPOA,4 ROOM,683,TESSENSOHN RD,07 TO 09,103.0,Model A,1986,571800.0,58 years 6 months
2014-01,KALLANG/WHAMPOA,4 ROOM,109,MCNAIR RD,10 TO 12,104.0,Model A,1987,580000.0,59 years 6 months
2014-01,KALLANG/WHAMPOA,5 ROOM,55,GEYLANG BAHRU,07 TO 09,120.0,Standard,1974,595000.0,46 years 6 months
2014-01,KALLANG/WHAMPOA,5 ROOM,16,JLN TENTERAM,13 TO 15,105.0,Improved,2002,632000.0,74 years 6 months
2014-01,KALLANG/WHAMPOA,5 ROOM,59C,GEYLANG BAHRU,04 TO 06,122.0,Improved,1998,652000.0,70 years 6 months
2014-01,KALLANG/WHAMPOA,5 ROOM,110,WHAMPOA RD,10 TO 12,123.0,Improved,1997,660000.0,69 years 6 months
2014-01,KALLANG/WHAMPOA,4 ROOM,12,FARRER PK RD,28 TO 30,90.0,Model A,2004,675888.0,76 years 6 months
2014-01,KALLANG/WHAMPOA,EXECUTIVE,105,JLN RAJAH,01 TO 03,150.0,Maisonette,1984,740000.0,56 years 6 months
2014-01,KALLANG/WHAMPOA,EXECUTIVE,105,JLN RAJAH,07 TO 09,148.0,Maisonette,1984,808000.0,56 years 6 months
2014-02,KALLANG/WHAMPOA,3 ROOM,34,JLN BAHAGIA,04 TO 06,56.0,Standard,1970,270000.0,42 years 6 months
2014-02,KALLANG/WHAMPOA,2 ROOM,6,BEACH RD,10 TO 12,42.0,Standard,1979,270000.0,51 years 6 months
2014-02,KALLANG/WHAMPOA,3 ROOM,33,JLN BAHAGIA,04 TO 06,56.0,Standard,1970,277000.0,42 years 6 months
2014-02,KALLANG/WHAMPOA,3 ROOM,2,ST. GEORGE'S RD,04 TO 06,59.0,Improved,1976,295000.0,48 years 6 months
2014-02,KALLANG/WHAMPOA,3 ROOM,86,WHAMPOA DR,04 TO 06,66.0,Improved,1974,316000.0,46 years 6 months
2014-02,KALLANG/WHAMPOA,3 ROOM,2,ST. GEORGE'S RD,04 TO 06,59.0,Improved,1976,325000.0,48 years 6 months
2014-02,KALLANG/WHAMPOA,3 ROOM,74,WHAMPOA DR,04 TO 06,66.0,Improved,1981,331000.0,53 years 6 months
2014-02,KALLANG/WHAMPOA,3 ROOM,3,ST. GEORGE'S RD,10 TO 12,59.0,Improved,1976,334000.0,48 years 6 months
2014-02,KALLANG/WHAMPOA,3 ROOM,44,BENDEMEER RD,07 TO 09,63.0,Standard,1981,335000.0,53 years 6 months
2014-02,KALLANG/WHAMPOA,3 ROOM,63,KALLANG BAHRU,01 TO 03,65.0,Improved,1974,336000.0,46 years 6 months
2014-02,KALLANG/WHAMPOA,3 ROOM,64,KALLANG BAHRU,04 TO 06,65.0,Improved,1974,336000.0,46 years 6 months
2014-02,KALLANG/WHAMPOA,3 ROOM,68,GEYLANG BAHRU,01 TO 03,65.0,Improved,1974,338500.0,46 years 6 months
2014-02,KALLANG/WHAMPOA,3 ROOM,64,KALLANG BAHRU,01 TO 03,76.0,Improved,1974,346000.0,46 years 6 months
2014-02,KALLANG/WHAMPOA,3 ROOM,68,GEYLANG BAHRU,04 TO 06,76.0,Improved,1974,349000.0,46 years 6 months
2014-02,KALLANG/WHAMPOA,3 ROOM,74,WHAMPOA DR,04 TO 06,75.0,Improved,1981,361888.8,53 years 6 months
2014-02,KALLANG/WHAMPOA,3 ROOM,123,MCNAIR RD,07 TO 09,64.0,Simplified,1987,368000.0,59 years 6 months
2014-02,KALLANG/WHAMPOA,3 ROOM,4,JLN BATU,04 TO 06,60.0,Standard,1969,369500.0,41 years 6 months
2014-02,KALLANG/WHAMPOA,3 ROOM,46,OWEN RD,07 TO 09,68.0,New Generation,1982,400000.0,54 years 6 months
2014-02,KALLANG/WHAMPOA,4 ROOM,17,BEACH RD,01 TO 03,77.0,Improved,1975,455000.0,47 years 6 months
2014-02,KALLANG/WHAMPOA,3 ROOM,15,FARRER PK RD,16 TO 18,62.0,Model A,2004,493000.0,76 years 6 months
2014-02,KALLANG/WHAMPOA,3 ROOM,12,FARRER PK RD,19 TO 21,62.0,Model A,2004,500000.0,76 years 6 months
2014-02,KALLANG/WHAMPOA,4 ROOM,123,MCNAIR RD,10 TO 12,83.0,Simplified,1987,500000.0,59 years 6 months
2014-02,KALLANG/WHAMPOA,4 ROOM,19,JLN TENTERAM,10 TO 12,85.0,Model A,2004,508000.0,76 years 6 months
2014-02,KALLANG/WHAMPOA,4 ROOM,15,FARRER PK RD,01 TO 03,75.0,Model A,2004,518000.0,76 years 6 months
2014-02,KALLANG/WHAMPOA,4 ROOM,15,FARRER PK RD,04 TO 06,75.0,Model A,2004,525000.0,76 years 6 months
2014-02,KALLANG/WHAMPOA,4 ROOM,108,MCNAIR RD,07 TO 09,103.0,Model A,1987,562000.0,59 years 6 months
2014-02,KALLANG/WHAMPOA,4 ROOM,108,MCNAIR RD,10 TO 12,104.0,Model A,1987,578000.0,59 years 6 months
2014-02,KALLANG/WHAMPOA,4 ROOM,2C,UPP BOON KENG RD,01 TO 03,90.0,Model A,2006,605000.0,78 years 6 months
2014-02,KALLANG/WHAMPOA,4 ROOM,3B,UPP BOON KENG RD,01 TO 03,90.0,Model A,2006,607000.0,78 years 6 months
2014-02,KALLANG/WHAMPOA,4 ROOM,3D,UPP BOON KENG RD,13 TO 15,85.0,Model A,2006,620000.0,78 years 6 months
2014-02,KALLANG/WHAMPOA,5 ROOM,21,ST. GEORGE'S RD,13 TO 15,118.0,Improved,1984,638000.0,56 years 6 months
2014-02,KALLANG/WHAMPOA,5 ROOM,103,TOWNER RD,04 TO 06,140.0,Model A-Maisonette,1983,780000.0,55 years 6 months
2014-02,KALLANG/WHAMPOA,5 ROOM,3D,UPP BOON KENG RD,22 TO 24,110.0,Improved,2006,885000.0,78 years 6 months
2014-03,KALLANG/WHAMPOA,2 ROOM,8,JLN BATU,01 TO 03,48.0,Standard,1970,270000.0,42 years 6 months
2014-03,KALLANG/WHAMPOA,2 ROOM,7,JLN BATU,04 TO 06,48.0,Standard,1970,270000.0,42 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,34,JLN BAHAGIA,07 TO 09,56.0,Standard,1970,295000.0,42 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,85,WHAMPOA DR,01 TO 03,65.0,Improved,1974,310000.0,46 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,98,WHAMPOA DR,01 TO 03,65.0,Improved,1974,318000.0,46 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,86,WHAMPOA DR,07 TO 09,66.0,Improved,1974,320000.0,46 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,5,ST. GEORGE'S LANE,01 TO 03,68.0,New Generation,1981,332000.0,53 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,5,JLN BATU,04 TO 06,60.0,Standard,1969,338000.0,41 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,76,LOR LIMAU,13 TO 15,65.0,Improved,1973,342000.0,45 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,76,LOR LIMAU,13 TO 15,65.0,Improved,1973,345000.0,45 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,74,WHAMPOA DR,13 TO 15,66.0,Improved,1981,346000.0,53 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,82,WHAMPOA DR,13 TO 15,66.0,Improved,1974,348000.0,46 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,43,BENDEMEER RD,07 TO 09,63.0,Standard,1981,349000.0,53 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,2,JLN BATU,07 TO 09,60.0,Standard,1969,365000.0,41 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,94,GEYLANG BAHRU,13 TO 15,68.0,New Generation,1979,366000.0,51 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,8,ST. GEORGE'S LANE,07 TO 09,68.0,New Generation,1982,374000.0,54 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,46,OWEN RD,01 TO 03,68.0,New Generation,1982,380000.0,54 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,463,CRAWFORD LANE,04 TO 06,60.0,Improved,1982,395000.0,54 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,28,BENDEMEER RD,19 TO 21,71.0,Improved,1972,420000.0,44 years 6 months
2014-03,KALLANG/WHAMPOA,4 ROOM,83,WHAMPOA DR,16 TO 18,91.0,Improved,1974,440000.0,46 years 6 months
2014-03,KALLANG/WHAMPOA,4 ROOM,99,WHAMPOA DR,13 TO 15,91.0,Improved,1974,448000.0,46 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,10,GLOUCESTER RD,13 TO 15,67.0,New Generation,1976,458000.0,48 years 6 months
2014-03,KALLANG/WHAMPOA,4 ROOM,6,ST. GEORGE'S LANE,04 TO 06,93.0,New Generation,1981,460000.0,53 years 6 months
2014-03,KALLANG/WHAMPOA,4 ROOM,17,ST. GEORGE'S RD,01 TO 03,97.0,New Generation,1984,460000.0,56 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,50,DORSET RD,07 TO 09,82.0,New Generation,1979,465000.0,51 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,15,FARRER PK RD,16 TO 18,62.0,Model A,2004,488000.0,76 years 6 months
2014-03,KALLANG/WHAMPOA,4 ROOM,114,LOR 3 GEYLANG,01 TO 03,103.0,Model A,1989,500000.0,61 years 6 months
2014-03,KALLANG/WHAMPOA,4 ROOM,685,RACE COURSE RD,10 TO 12,89.0,Simplified,1986,515000.0,58 years 6 months
2014-03,KALLANG/WHAMPOA,4 ROOM,26,BENDEMEER RD,19 TO 21,83.0,Improved,1972,530000.0,44 years 6 months
2014-03,KALLANG/WHAMPOA,5 ROOM,39,UPP BOON KENG RD,13 TO 15,114.0,Standard,1976,540000.0,48 years 6 months
2014-03,KALLANG/WHAMPOA,4 ROOM,466,CRAWFORD LANE,10 TO 12,82.0,Improved,1982,550000.0,54 years 6 months
2014-03,KALLANG/WHAMPOA,4 ROOM,682,RACE COURSE RD,10 TO 12,103.0,Model A,1986,562000.0,58 years 6 months
2014-03,KALLANG/WHAMPOA,4 ROOM,108,MCNAIR RD,13 TO 15,104.0,Model A,1987,590000.0,59 years 6 months
2014-03,KALLANG/WHAMPOA,4 ROOM,2B,UPP BOON KENG RD,04 TO 06,90.0,Model A,2006,595000.0,78 years 6 months
2014-03,KALLANG/WHAMPOA,4 ROOM,2C,UPP BOON KENG RD,04 TO 06,90.0,Model A,2006,612000.0,78 years 6 months
2014-03,KALLANG/WHAMPOA,5 ROOM,112,WHAMPOA RD,01 TO 03,133.0,Model A,1994,613000.0,66 years 6 months
2014-03,KALLANG/WHAMPOA,5 ROOM,17,JLN TENTERAM,13 TO 15,105.0,Improved,2001,623000.0,73 years 6 months
2014-03,KALLANG/WHAMPOA,4 ROOM,6,BOON KENG RD,07 TO 09,106.0,Model A,1996,630000.0,68 years 6 months
2014-03,KALLANG/WHAMPOA,5 ROOM,21,ST. GEORGE'S RD,19 TO 21,118.0,Improved,1984,655000.0,56 years 6 months
2014-03,KALLANG/WHAMPOA,5 ROOM,112,WHAMPOA RD,07 TO 09,133.0,Model A,1994,660000.0,66 years 6 months
2014-03,KALLANG/WHAMPOA,5 ROOM,807,KING GEORGE'S AVE,07 TO 09,115.0,Improved,1981,680000.0,53 years 6 months
2014-03,KALLANG/WHAMPOA,3 ROOM,41,JLN BAHAGIA,01 TO 03,92.0,Terrace,1972,835000.0,44 years 6 months
2014-04,KALLANG/WHAMPOA,3 ROOM,35,JLN BAHAGIA,04 TO 06,56.0,Standard,1971,285000.0,43 years 6 months
2014-04,KALLANG/WHAMPOA,3 ROOM,27,JLN BAHAGIA,10 TO 12,56.0,Standard,1970,286000.0,42 years 6 months
2014-04,KALLANG/WHAMPOA,3 ROOM,2,ST. GEORGE'S RD,04 TO 06,59.0,Improved,1976,295000.0,48 years 6 months
2014-04,KALLANG/WHAMPOA,3 ROOM,85,WHAMPOA DR,04 TO 06,65.0,Improved,1974,300000.0,46 years 6 months
2014-04,KALLANG/WHAMPOA,3 ROOM,86,WHAMPOA DR,10 TO 12,66.0,Improved,1974,305000.0,46 years 6 months
2014-04,KALLANG/WHAMPOA,3 ROOM,93,WHAMPOA DR,01 TO 03,65.0,Improved,1974,311000.0,46 years 6 months
2014-04,KALLANG/WHAMPOA,3 ROOM,93,WHAMPOA DR,07 TO 09,65.0,Improved,1974,320000.0,46 years 6 months
2014-04,KALLANG/WHAMPOA,3 ROOM,72,GEYLANG BAHRU,10 TO 12,59.0,Improved,1974,325000.0,46 years 6 months
2014-04,KALLANG/WHAMPOA,3 ROOM,3,ST. GEORGE'S RD,10 TO 12,59.0,Improved,1976,330000.0,48 years 6 months
2014-04,KALLANG/WHAMPOA,3 ROOM,74,WHAMPOA DR,10 TO 12,66.0,Improved,1981,330000.0,53 years 6 months
2014-04,KALLANG/WHAMPOA,3 ROOM,98,WHAMPOA DR,04 TO 06,76.0,Improved,1974,340000.0,46 years 6 months
2014-04,KALLANG/WHAMPOA,3 ROOM,57,GEYLANG BAHRU,16 TO 18,65.0,Improved,1974,341000.0,46 years 6 months
2014-04,KALLANG/WHAMPOA,3 ROOM,806,KING GEORGE'S AVE,04 TO 06,59.0,Improved,1981,350000.0,53 years 6 months
